FilePath,SpeakerID
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/6930_76324_6930-76324-0011.pickle,6930
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/6930_75918_6930-75918-0017.pickle,6930
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7021_79759_7021-79759-0003.pickle,7021
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7021_85628_7021-85628-0017.pickle,7021
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7021_79759_7021-79759-0002.pickle,7021
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7127_75946_7127-75946-0009.pickle,7127
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7127_75947_7127-75947-0003.pickle,7127
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7127_75946_7127-75946-0026.pickle,7127
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7176_92135_7176-92135-0036.pickle,7176
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7176_92135_7176-92135-0002.pickle,7176
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7176_92135_7176-92135-0005.pickle,7176
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7729_102255_7729-102255-0015.pickle,7729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7729_102255_7729-102255-0014.pickle,7729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/7729_102255_7729-102255-0038.pickle,7729
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8224_274381_8224-274381-0002.pickle,8224
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8224_274384_8224-274384-0013.pickle,8224
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8224_274381_8224-274381-0013.pickle,8224
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8230_279154_8230-279154-0009.pickle,8230
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8230_279154_8230-279154-0004.pickle,8230
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8230_279154_8230-279154-0019.pickle,8230
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8455_210777_8455-210777-0002.pickle,8455
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8455_210777_8455-210777-0050.pickle,8455
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8455_210777_8455-210777-0010.pickle,8455
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8463_294825_8463-294825-0014.pickle,8463
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8463_294825_8463-294825-0019.pickle,8463
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8463_294828_8463-294828-0031.pickle,8463
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8555_284447_8555-284447-0015.pickle,8555
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8555_284449_8555-284449-0018.pickle,8555
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/8555_284449_8555-284449-0013.pickle,8555
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/908_31957_908-31957-0005.pickle,908
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/908_31957_908-31957-0015.pickle,908
/home/qmh/Projects/Datasets/LibriSpeech_M/test-clean/908_31957_908-31957-0002.pickle,908
