pickle_path,name,speaker,length,audio_path
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0000.pickle,2830-3980-0000.wav,2830,3.15,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0000.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0066.pickle,2830-3980-0066.wav,2830,5.64,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0066.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0068.pickle,2830-3980-0068.wav,2830,4.32,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0068.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0008.pickle,2830-3980-0008.wav,2830,4.44,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0008.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0032.pickle,2830-3980-0032.wav,2830,6.69,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0032.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0034.pickle,2830-3980-0034.wav,2830,2.31,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0034.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0039.pickle,2830-3980-0039.wav,2830,4.62,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0039.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0046.pickle,2830-3980-0046.wav,2830,2.49,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0046.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0007.pickle,2830-3980-0007.wav,2830,9.63,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0007.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0059.pickle,2830-3980-0059.wav,2830,1.23,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0059.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0025.pickle,2830-3980-0025.wav,2830,8.49,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0025.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0029.pickle,2830-3980-0029.wav,2830,8.13,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0029.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0003.pickle,2830-3980-0003.wav,2830,2.19,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0003.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0062.pickle,2830-3980-0062.wav,2830,4.86,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0062.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0076.pickle,2830-3980-0076.wav,2830,4.5,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0076.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0063.pickle,2830-3980-0063.wav,2830,4.92,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0063.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0040.pickle,2830-3980-0040.wav,2830,2.04,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0040.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0030.pickle,2830-3980-0030.wav,2830,4.68,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0030.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0052.pickle,2830-3980-0052.wav,2830,4.29,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0052.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0031.pickle,2830-3980-0031.wav,2830,7.83,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0031.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0014.pickle,2830-3980-0014.wav,2830,1.95,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0014.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0028.pickle,2830-3980-0028.wav,2830,3.06,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0028.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0070.pickle,2830-3980-0070.wav,2830,2.85,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0070.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0005.pickle,2830-3980-0005.wav,2830,6.21,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0005.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0011.pickle,2830-3980-0011.wav,2830,5.04,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0011.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0054.pickle,2830-3980-0054.wav,2830,9.39,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0054.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0064.pickle,2830-3980-0064.wav,2830,2.28,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0064.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0049.pickle,2830-3980-0049.wav,2830,3.12,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0049.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0045.pickle,2830-3980-0045.wav,2830,3.0,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0045.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0071.pickle,2830-3980-0071.wav,2830,3.36,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0071.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0051.pickle,2830-3980-0051.wav,2830,5.79,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0051.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0047.pickle,2830-3980-0047.wav,2830,7.29,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0047.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0041.pickle,2830-3980-0041.wav,2830,4.32,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0041.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0058.pickle,2830-3980-0058.wav,2830,2.13,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0058.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0067.pickle,2830-3980-0067.wav,2830,7.53,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0067.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0074.pickle,2830-3980-0074.wav,2830,5.07,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0074.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0061.pickle,2830-3980-0061.wav,2830,6.42,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0061.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0020.pickle,2830-3980-0020.wav,2830,3.09,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0020.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0026.pickle,2830-3980-0026.wav,2830,0.93,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0026.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0044.pickle,2830-3980-0044.wav,2830,3.09,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0044.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0075.pickle,2830-3980-0075.wav,2830,5.19,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0075.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0009.pickle,2830-3980-0009.wav,2830,3.66,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0009.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0055.pickle,2830-3980-0055.wav,2830,6.57,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0055.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0069.pickle,2830-3980-0069.wav,2830,4.98,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0069.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0021.pickle,2830-3980-0021.wav,2830,2.52,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0021.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0043.pickle,2830-3980-0043.wav,2830,1.65,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0043.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0022.pickle,2830-3980-0022.wav,2830,2.67,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0022.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0024.pickle,2830-3980-0024.wav,2830,3.36,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0024.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0017.pickle,2830-3980-0017.wav,2830,3.27,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0017.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0060.pickle,2830-3980-0060.wav,2830,2.46,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0060.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0023.pickle,2830-3980-0023.wav,2830,5.55,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0023.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0016.pickle,2830-3980-0016.wav,2830,1.89,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0016.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0050.pickle,2830-3980-0050.wav,2830,6.9,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0050.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0035.pickle,2830-3980-0035.wav,2830,2.79,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0035.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0033.pickle,2830-3980-0033.wav,2830,2.13,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0033.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0019.pickle,2830-3980-0019.wav,2830,6.6,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0019.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0036.pickle,2830-3980-0036.wav,2830,5.19,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0036.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0027.pickle,2830-3980-0027.wav,2830,1.92,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0027.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0018.pickle,2830-3980-0018.wav,2830,3.03,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0018.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0037.pickle,2830-3980-0037.wav,2830,5.28,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0037.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0065.pickle,2830-3980-0065.wav,2830,6.09,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0065.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0057.pickle,2830-3980-0057.wav,2830,7.38,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0057.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0001.pickle,2830-3980-0001.wav,2830,3.63,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0001.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0004.pickle,2830-3980-0004.wav,2830,3.39,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0004.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0048.pickle,2830-3980-0048.wav,2830,9.99,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0048.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0012.pickle,2830-3980-0012.wav,2830,2.88,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0012.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/2830_3980_0006.pickle,2830-3980-0006.wav,2830,5.91,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0006.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0028.pickle,1580-141084-0028.wav,1580,2.46,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0028.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0031.pickle,1580-141084-0031.wav,1580,6.06,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0031.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0023.pickle,1580-141084-0023.wav,1580,8.37,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0023.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0048.pickle,1580-141084-0048.wav,1580,9.0,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0048.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0017.pickle,1580-141084-0017.wav,1580,1.5,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0017.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0005.pickle,1580-141084-0005.wav,1580,1.95,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0005.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0021.pickle,1580-141084-0021.wav,1580,3.96,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0021.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0030.pickle,1580-141084-0030.wav,1580,1.77,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0030.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0010.pickle,1580-141084-0010.wav,1580,4.11,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0010.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0049.pickle,1580-141084-0049.wav,1580,6.93,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0049.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0026.pickle,1580-141084-0026.wav,1580,6.78,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0026.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0002.pickle,1580-141084-0002.wav,1580,5.64,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0002.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0019.pickle,1580-141084-0019.wav,1580,2.73,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0019.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0016.pickle,1580-141084-0016.wav,1580,5.64,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0016.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0043.pickle,1580-141084-0043.wav,1580,1.71,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0043.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0047.pickle,1580-141084-0047.wav,1580,4.95,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0047.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0020.pickle,1580-141084-0020.wav,1580,2.46,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0020.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0003.pickle,1580-141084-0003.wav,1580,3.54,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0003.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0013.pickle,1580-141084-0013.wav,1580,2.01,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0013.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0050.pickle,1580-141084-0050.wav,1580,2.46,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0050.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0000.pickle,1580-141084-0000.wav,1580,4.08,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0000.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0012.pickle,1580-141084-0012.wav,1580,2.01,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0012.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0006.pickle,1580-141084-0006.wav,1580,1.95,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0006.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0037.pickle,1580-141084-0037.wav,1580,2.67,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0037.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0038.pickle,1580-141084-0038.wav,1580,2.73,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0038.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0009.pickle,1580-141084-0009.wav,1580,4.32,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0009.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0001.pickle,1580-141084-0001.wav,1580,2.82,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0001.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0029.pickle,1580-141084-0029.wav,1580,7.74,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0029.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0039.pickle,1580-141084-0039.wav,1580,4.47,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0039.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0045.pickle,1580-141084-0045.wav,1580,3.36,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0045.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0025.pickle,1580-141084-0025.wav,1580,2.07,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0025.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0014.pickle,1580-141084-0014.wav,1580,3.66,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0014.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0007.pickle,1580-141084-0007.wav,1580,1.74,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0007.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0015.pickle,1580-141084-0015.wav,1580,2.97,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0015.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0024.pickle,1580-141084-0024.wav,1580,8.88,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0024.wav
/home/qmh/Projects/Datasets/LibriSpeech_O/test-clean/1580_141084_0004.pickle,1580-141084-0004.wav,1580,8.79,/home/qmh/Projects/Datasets/LibriSpeech/test-clean/1580/141084/1580-141084-0004.wav
