pickle_path,name,speaker,length,audio_path
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_si2093.pickle,si2093.wav,mbdg0,3.78,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/si2093.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_sx383.pickle,sx383.wav,mbdg0,2.52,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/sx383.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_sx293.pickle,sx293.wav,mbdg0,3.39,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/sx293.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_si833.pickle,si833.wav,mbdg0,2.31,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/si833.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_sx203.pickle,sx203.wav,mbdg0,2.1,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/sx203.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_sx23.pickle,sx23.wav,mbdg0,2.34,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/sx23.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_sx113.pickle,sx113.wav,mbdg0,2.19,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/sx113.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_sa2.pickle,sa2.wav,mbdg0,2.19,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_si1463.pickle,si1463.wav,mbdg0,2.79,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/si1463.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mbdg0_sa1.pickle,sa1.wav,mbdg0,3.39,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mbdg0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_sx368.pickle,sx368.wav,fpkt0,3.06,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/sx368.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_si2168.pickle,si2168.wav,fpkt0,1.95,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/si2168.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_sx278.pickle,sx278.wav,fpkt0,3.21,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/sx278.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_si908.pickle,si908.wav,fpkt0,2.25,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/si908.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_si1538.pickle,si1538.wav,fpkt0,3.12,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/si1538.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_sa2.pickle,sa2.wav,fpkt0,2.37,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_sa1.pickle,sa1.wav,fpkt0,3.27,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_sx8.pickle,sx8.wav,fpkt0,2.61,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/sx8.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_sx98.pickle,sx98.wav,fpkt0,1.83,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/sx98.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fpkt0_sx188.pickle,sx188.wav,fpkt0,2.22,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fpkt0/sx188.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_sx383.pickle,sx383.wav,mctw0,3.09,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/sx383.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_sx293.pickle,sx293.wav,mctw0,3.06,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/sx293.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_sx203.pickle,sx203.wav,mctw0,2.46,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/sx203.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_si743.pickle,si743.wav,mctw0,2.46,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/si743.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_sx23.pickle,sx23.wav,mctw0,2.46,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/sx23.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_sx113.pickle,sx113.wav,mctw0,2.46,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/sx113.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_sa2.pickle,sa2.wav,mctw0,2.64,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_sa1.pickle,sa1.wav,mctw0,3.27,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_si1373.pickle,si1373.wav,mctw0,4.17,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/si1373.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mctw0_si2003.pickle,si2003.wav,mctw0,2.25,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mctw0/si2003.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_sx410.pickle,sx410.wav,fkms0,2.46,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/sx410.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_sx320.pickle,sx320.wav,fkms0,3.03,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/sx320.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_sx230.pickle,sx230.wav,fkms0,3.75,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/sx230.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_sa2.pickle,sa2.wav,fkms0,2.25,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_si1490.pickle,si1490.wav,fkms0,2.64,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/si1490.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_sa1.pickle,sa1.wav,fkms0,2.91,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_si860.pickle,si860.wav,fkms0,4.29,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/si860.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_sx50.pickle,sx50.wav,fkms0,3.0,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/sx50.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_sx140.pickle,sx140.wav,fkms0,2.79,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/sx140.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fkms0_si2120.pickle,si2120.wav,fkms0,3.99,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fkms0/si2120.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_si1378.pickle,si1378.wav,mkch0,3.78,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/si1378.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_sx388.pickle,sx388.wav,mkch0,2.97,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/sx388.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_sx118.pickle,sx118.wav,mkch0,2.4,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/sx118.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_si1425.pickle,si1425.wav,mkch0,1.62,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/si1425.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_sx208.pickle,sx208.wav,mkch0,2.85,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/sx208.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_si2008.pickle,si2008.wav,mkch0,1.56,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/si2008.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_sa2.pickle,sa2.wav,mkch0,2.55,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_sa1.pickle,sa1.wav,mkch0,3.12,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_sx298.pickle,sx298.wav,mkch0,2.58,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/sx298.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mkch0_sx28.pickle,sx28.wav,mkch0,2.22,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mkch0/sx28.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_sx388.pickle,sx388.wav,mmjr0,3.72,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/sx388.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_si2278.pickle,si2278.wav,mmjr0,2.7,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/si2278.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_si2166.pickle,si2166.wav,mmjr0,2.79,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/si2166.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_sx118.pickle,sx118.wav,mmjr0,2.94,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/sx118.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_sx208.pickle,sx208.wav,mmjr0,3.48,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/sx208.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_si1648.pickle,si1648.wav,mmjr0,4.74,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/si1648.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_sa2.pickle,sa2.wav,mmjr0,2.94,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_sa1.pickle,sa1.wav,mmjr0,3.15,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_sx298.pickle,sx298.wav,mmjr0,3.39,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/sx298.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mmjr0_sx28.pickle,sx28.wav,mmjr0,2.37,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mmjr0/sx28.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sx14.pickle,sx14.wav,fcmh0,2.97,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/sx14.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sx104.pickle,sx104.wav,fcmh0,1.95,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/sx104.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sx194.pickle,sx194.wav,fcmh0,1.83,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/sx194.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_si1454.pickle,si1454.wav,fcmh0,4.89,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/si1454.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sx284.pickle,sx284.wav,fcmh0,3.21,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/sx284.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_si824.pickle,si824.wav,fcmh0,4.83,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/si824.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sx374.pickle,sx374.wav,fcmh0,2.13,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/sx374.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sa2.pickle,sa2.wav,fcmh0,2.91,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_sa1.pickle,sa1.wav,fcmh0,3.39,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/fcmh0_si2084.pickle,si2084.wav,fcmh0,1.5,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/fcmh0/si2084.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_sx103.pickle,sx103.wav,mjjg0,2.67,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/sx103.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_sx193.pickle,sx193.wav,mjjg0,2.58,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/sx193.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_sx373.pickle,sx373.wav,mjjg0,2.58,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/sx373.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_si1003.pickle,si1003.wav,mjjg0,6.27,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/si1003.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_si1633.pickle,si1633.wav,mjjg0,3.33,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/si1633.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_sx13.pickle,sx13.wav,mjjg0,2.16,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/sx13.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_sx283.pickle,sx283.wav,mjjg0,3.48,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/sx283.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_sa2.pickle,sa2.wav,mjjg0,3.03,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_sa1.pickle,sa1.wav,mjjg0,3.81,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjjg0_si2263.pickle,si2263.wav,mjjg0,2.16,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjjg0/si2263.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_sx191.pickle,sx191.wav,mgjf0,2.37,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/sx191.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_sx11.pickle,sx11.wav,mgjf0,1.59,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/sx11.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_sx101.pickle,sx101.wav,mgjf0,3.66,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/sx101.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_sx371.pickle,sx371.wav,mgjf0,3.33,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/sx371.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_si776.pickle,si776.wav,mgjf0,1.74,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/si776.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_sx281.pickle,sx281.wav,mgjf0,3.45,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/sx281.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_sa2.pickle,sa2.wav,mgjf0,2.25,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_sa1.pickle,sa1.wav,mgjf0,3.24,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_si641.pickle,si641.wav,mgjf0,5.1,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/si641.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mgjf0_si1901.pickle,si1901.wav,mgjf0,3.06,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mgjf0/si1901.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_sx5.pickle,sx5.wav,mjmp0,1.59,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/sx5.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_si1791.pickle,si1791.wav,mjmp0,4.62,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/si1791.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_sx365.pickle,sx365.wav,mjmp0,3.87,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/sx365.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_sa2.pickle,sa2.wav,mjmp0,2.64,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/sa2.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_sx95.pickle,sx95.wav,mjmp0,3.09,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/sx95.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_sa1.pickle,sa1.wav,mjmp0,2.88,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/sa1.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_si905.pickle,si905.wav,mjmp0,2.67,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/si905.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_sx275.pickle,sx275.wav,mjmp0,2.76,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/sx275.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_sx185.pickle,sx185.wav,mjmp0,2.1,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/sx185.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mjmp0_si1535.pickle,si1535.wav,mjmp0,2.34,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mjmp0/si1535.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mhpg0_sx190.pickle,sx190.wav,mhpg0,2.67,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mhpg0/sx190.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mhpg0_si460.pickle,si460.wav,mhpg0,3.81,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mhpg0/si460.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mhpg0_sx100.pickle,sx100.wav,mhpg0,2.49,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mhpg0/sx100.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mhpg0_sx370.pickle,sx370.wav,mhpg0,2.79,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mhpg0/sx370.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mhpg0_sx280.pickle,sx280.wav,mhpg0,1.68,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mhpg0/sx280.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mhpg0_si1720.pickle,si1720.wav,mhpg0,2.31,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mhpg0/si1720.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mhpg0_si1090.pickle,si1090.wav,mhpg0,3.6,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mhpg0/si1090.wav
/home/qmh/Projects/Datasets/TIMIT_M/TIMIT_OUTPUT/test/mhpg0_sx10.pickle,sx10.wav,mhpg0,2.85,/home/qmh/Projects/Datasets/TIMIT_M/TIMIT/test/dr3/mhpg0/sx10.wav
